COUNTRY,Year,School age population (thousands),% urban,% primary,% secondary,national_basic,national_limited,national_no,PRIMARY_basic,PRIMARY_limited,PRIMARY_no,SECONDARY_basic,SECONDARY_limited,SECONDARY_no,WHO Region,UNICEF Programme Region,UNICEF Reporting Regions,SDG region
Comoros,2017.0,311,28.0,39.0,38.0,61.92619926199262,15.381578947368421,88.0,60.497835497835496,14.201149425287356,89.0,71.16756756756757,16.292857142857144,87.0,1,2,2,Sub-Saharan Africa
Comoros,2018.0,318,28.0,39.0,38.0,61.92619926199262,15.381578947368421,88.0,60.497835497835496,14.201149425287356,89.0,71.16756756756757,16.292857142857144,87.0,1,2,2,Sub-Saharan Africa
Comoros,2019.0,324,29.0,39.0,38.0,61.92619926199262,15.381578947368421,88.0,60.497835497835496,14.201149425287356,89.0,71.16756756756757,16.292857142857144,87.0,1,2,2,Sub-Saharan Africa
Comoros,2021.0,337,29.0,39.0,39.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Cook Islands,2016.0,4,74.0,40.0,46.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Cook Islands,2017.0,4,74.0,40.0,46.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Cook Islands,2018.0,4,75.0,40.0,46.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Cook Islands,2019.0,4,75.0,40.0,46.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Cook Islands,2021.0,3,75.0,40.0,47.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Costa Rica,2016.0,936,77.0,45.0,39.0,84.0,6.0,9.0,86.0,3.0,10.0,75.0,18.0,6.0,2,3,3,Latin America and the Caribbean
Costa Rica,2017.0,931,78.0,45.0,38.0,84.0,6.0,9.0,86.0,3.0,10.0,75.0,18.0,5.0,2,3,3,Latin America and the Caribbean
Costa Rica,2018.0,929,79.0,45.0,38.0,84.0,6.0,9.0,86.0,3.0,10.0,75.0,18.0,5.0,2,3,3,Latin America and the Caribbean
Costa Rica,2019.0,927,80.0,46.0,38.0,84.0,6.0,9.0,86.0,3.0,10.0,75.0,18.0,5.0,2,3,3,Latin America and the Caribbean
Costa Rica,2021.0,926,81.0,46.0,38.0,84.0,6.0,9.0,86.0,2.0,11.0,75.0,19.0,5.0,2,3,3,Latin America and the Caribbean
Croatia,2016.0,691,56.0,23.0,51.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Europe and Northern America
Croatia,2017.0,680,56.0,24.0,50.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Europe and Northern America
Croatia,2018.0,668,56.0,25.0,49.0,95.0,15.381578947368421,3.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Europe and Northern America
Croatia,2019.0,656,57.0,26.0,49.0,95.0,15.381578947368421,3.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Europe and Northern America
Croatia,2021.0,647,57.0,25.0,50.0,95.0,15.381578947368421,3.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Europe and Northern America
Cuba,2016.0,1928,76.0,38.0,42.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Cuba,2017.0,1905,76.0,38.0,42.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Cuba,2018.0,1890,77.0,38.0,41.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Cuba,2019.0,1881,77.0,38.0,40.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Cuba,2021.0,1832,77.0,40.0,40.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Dominica,2016.0,13,69.0,46.0,40.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Dominica,2017.0,13,70.0,47.0,39.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Dominica,2018.0,12,70.0,48.0,38.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Dominica,2019.0,12,70.0,48.0,38.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Dominica,2021.0,11,71.0,50.0,38.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Dominican Republic,2016.0,2912,79.0,40.0,39.0,61.92619926199262,15.381578947368421,10.0,60.497835497835496,14.201149425287356,10.0,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Dominican Republic,2017.0,2905,80.0,40.0,39.0,61.92619926199262,15.381578947368421,10.0,60.497835497835496,14.201149425287356,10.0,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Dominican Republic,2018.0,2898,81.0,40.0,39.0,61.92619926199262,15.381578947368421,10.0,60.497835497835496,14.201149425287356,10.0,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Dominican Republic,2019.0,2891,81.0,40.0,39.0,61.92619926199262,15.381578947368421,10.0,60.497835497835496,14.201149425287356,10.0,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Dominican Republic,2021.0,2876,83.0,40.0,39.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Ecuador,2016.0,4665,63.0,39.0,39.0,85.0,15.381578947368421,14.0,82.0,1.0,16.0,92.0,2.0,4.0,2,3,3,Latin America and the Caribbean
Ecuador,2017.0,4680,63.0,39.0,39.0,86.0,15.381578947368421,13.0,82.0,2.0,15.0,92.0,2.0,4.0,2,3,3,Latin America and the Caribbean
Ecuador,2018.0,4701,63.0,39.0,39.0,84.0,3.0,11.0,82.0,4.0,13.0,92.0,2.0,4.0,2,3,3,Latin America and the Caribbean
Ecuador,2019.0,4724,63.0,39.0,39.0,82.0,6.0,10.0,82.0,5.0,12.0,92.0,2.0,4.0,2,3,3,Latin America and the Caribbean
Ecuador,2021.0,4960,64.0,38.0,37.0,79.0,13.0,7.0,82.0,8.0,9.0,92.0,2.0,4.0,2,3,3,Latin America and the Caribbean
Egypt,2016.0,25708,42.0,43.0,39.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Egypt,2017.0,26288,42.0,43.0,39.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Egypt,2018.0,27086,42.0,43.0,38.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Egypt,2019.0,28044,42.0,44.0,37.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Egypt,2021.0,29468,42.0,47.0,36.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
El Salvador,2016.0,1835,70.0,38.0,42.0,83.0,9.0,7.0,81.0,10.0,8.0,85.0,8.0,5.0,2,3,3,Latin America and the Caribbean
El Salvador,2017.0,1801,71.0,39.0,41.0,82.0,10.0,6.0,81.0,11.0,7.0,84.0,9.0,5.0,2,3,3,Latin America and the Caribbean
El Salvador,2018.0,1771,72.0,39.0,41.0,82.0,12.0,5.0,80.0,13.0,6.0,84.0,10.0,4.0,2,3,3,Latin America and the Caribbean
El Salvador,2019.0,1747,72.0,39.0,40.0,81.0,13.0,4.0,80.0,14.0,5.0,83.0,11.0,4.0,2,3,3,Latin America and the Caribbean
El Salvador,2021.0,1683,74.0,40.0,40.0,81.0,14.0,3.0,80.0,15.0,4.0,83.0,12.0,3.0,2,3,3,Latin America and the Caribbean
Ethiopia,2016.0,39604,19.0,40.0,37.0,15.0,8.0,75.0,14.0,6.0,78.0,22.0,33.0,44.0,1,2,2,Sub-Saharan Africa
Ethiopia,2017.0,40231,20.0,40.0,37.0,15.0,8.0,76.0,14.0,6.0,78.0,22.0,32.0,45.0,1,2,2,Sub-Saharan Africa
Ethiopia,2018.0,40867,20.0,40.0,37.0,15.0,8.0,76.0,14.0,5.0,79.0,22.0,31.0,46.0,1,2,2,Sub-Saharan Africa
Ethiopia,2019.0,41517,21.0,40.0,37.0,15.0,8.0,76.0,14.0,5.0,79.0,22.0,31.0,46.0,1,2,2,Sub-Saharan Africa
Ethiopia,2021.0,42755,22.0,40.0,37.0,15.0,8.0,76.0,14.0,5.0,79.0,22.0,31.0,46.0,1,2,2,Sub-Saharan Africa
Fiji,2016.0,262,55.0,39.0,39.0,87.0,3.0,9.0,86.0,1.0,11.0,89.0,1.0,8.0,5,6,5,Oceania
Fiji,2017.0,263,55.0,39.0,39.0,87.0,3.0,9.0,86.0,1.0,11.0,89.0,1.0,8.0,5,6,5,Oceania
Fiji,2018.0,264,56.0,39.0,40.0,87.0,3.0,9.0,86.0,1.0,11.0,89.0,1.0,8.0,5,6,5,Oceania
Fiji,2019.0,266,56.0,39.0,40.0,87.0,3.0,9.0,86.0,1.0,11.0,89.0,1.0,8.0,5,6,5,Oceania
Fiji,2021.0,269,57.0,38.0,41.0,87.0,3.0,9.0,86.0,1.0,11.0,89.0,1.0,8.0,5,6,5,Oceania
Georgia,2016.0,729,57.0,39.0,37.0,73.0,16.0,10.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Northern Africa and Western Asia
Georgia,2017.0,736,58.0,40.0,36.0,73.0,16.0,10.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Northern Africa and Western Asia
Georgia,2018.0,746,58.0,41.0,35.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Northern Africa and Western Asia
Georgia,2019.0,758,59.0,42.0,35.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Northern Africa and Western Asia
Georgia,2021.0,783,59.0,42.0,35.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Northern Africa and Western Asia
Ghana,2016.0,9216,54.0,44.0,39.0,70.0,15.381578947368421,29.0,77.0,1.0,20.0,79.0,10.0,10.0,1,5,2,Sub-Saharan Africa
Ghana,2017.0,9379,55.0,44.0,39.0,72.0,15.381578947368421,27.0,77.0,4.0,17.0,79.0,11.0,9.0,1,5,2,Sub-Saharan Africa
Ghana,2018.0,9555,56.0,44.0,39.0,74.0,15.381578947368421,25.0,77.0,7.0,15.0,79.0,12.0,8.0,1,5,2,Sub-Saharan Africa
Ghana,2019.0,9740,56.0,44.0,39.0,75.0,15.381578947368421,24.0,77.0,9.0,12.0,79.0,12.0,7.0,1,5,2,Sub-Saharan Africa
Ghana,2021.0,10701,57.0,42.0,42.0,78.0,15.381578947368421,21.0,77.0,11.0,10.0,79.0,14.0,5.0,1,5,2,Sub-Saharan Africa
Grenada,2016.0,23,36.0,50.0,34.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,98.0,1.0,20.82051282051282,2,3,3,Latin America and the Caribbean
Grenada,2017.0,23,36.0,51.0,32.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,98.0,1.0,20.82051282051282,2,3,3,Latin America and the Caribbean
Grenada,2018.0,23,36.0,52.0,32.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,98.0,1.0,20.82051282051282,2,3,3,Latin America and the Caribbean
Grenada,2019.0,23,36.0,52.0,32.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,98.0,1.0,20.82051282051282,2,3,3,Latin America and the Caribbean
Grenada,2021.0,24,36.0,51.0,33.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,98.0,1.0,20.82051282051282,2,3,3,Latin America and the Caribbean
Guatemala,2016.0,5779,50.0,40.0,39.0,61.92619926199262,15.381578947368421,18.0,60.497835497835496,14.201149425287356,18.0,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Guatemala,2017.0,5806,50.0,39.0,39.0,61.92619926199262,15.381578947368421,18.0,60.497835497835496,14.201149425287356,18.0,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Guatemala,2018.0,5835,51.0,39.0,39.0,61.92619926199262,15.381578947368421,18.0,60.497835497835496,14.201149425287356,18.0,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Guatemala,2019.0,5860,51.0,39.0,39.0,61.92619926199262,15.381578947368421,18.0,60.497835497835496,14.201149425287356,18.0,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Guatemala,2021.0,5533,52.0,42.0,34.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Guinea-Bissau,2016.0,679,42.0,41.0,34.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,5,2,Sub-Saharan Africa
Guinea-Bissau,2017.0,697,42.0,41.0,34.0,63.0,2.0,34.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,5,2,Sub-Saharan Africa
Guinea-Bissau,2018.0,714,43.0,41.0,34.0,63.0,2.0,34.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,5,2,Sub-Saharan Africa
Guinea-Bissau,2019.0,732,43.0,41.0,34.0,63.0,2.0,34.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,5,2,Sub-Saharan Africa
Guinea-Bissau,2021.0,767,44.0,41.0,35.0,63.0,2.0,34.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,5,2,Sub-Saharan Africa
Guyana,2016.0,212,26.0,41.0,38.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Guyana,2017.0,208,26.0,41.0,37.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Guyana,2018.0,206,26.0,41.0,37.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Guyana,2019.0,205,26.0,41.0,36.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Guyana,2021.0,199,26.0,43.0,35.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Honduras,2016.0,3094,55.0,39.0,40.0,64.0,13.0,21.0,76.0,6.0,16.0,71.0,24.0,4.0,2,3,3,Latin America and the Caribbean
Honduras,2017.0,3078,56.0,39.0,40.0,71.0,6.0,21.0,76.0,6.0,16.0,71.0,24.0,4.0,2,3,3,Latin America and the Caribbean
Honduras,2018.0,3061,57.0,39.0,40.0,78.0,15.381578947368421,21.0,76.0,14.201149425287356,28.326612903225808,71.0,24.0,4.0,2,3,3,Latin America and the Caribbean
Honduras,2019.0,2838,57.0,42.0,36.0,78.0,15.381578947368421,21.0,76.0,14.201149425287356,28.326612903225808,71.0,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Honduras,2021.0,2816,58.0,42.0,36.0,61.92619926199262,15.381578947368421,24.920265780730897,76.0,14.201149425287356,28.326612903225808,71.0,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
India,2016.0,377483,33.0,33.0,46.0,74.0,15.0,10.0,66.0,22.0,10.0,75.0,17.0,7.0,4,0,0,Central and Southern Asia
India,2017.0,376307,33.0,33.0,46.0,74.0,16.0,9.0,66.0,23.0,9.0,75.0,17.0,6.0,4,0,0,Central and Southern Asia
India,2018.0,374138,34.0,33.0,47.0,74.0,17.0,7.0,66.0,24.0,8.0,75.0,17.0,6.0,4,0,0,Central and Southern Asia
India,2019.0,371315,34.0,33.0,47.0,74.0,18.0,6.0,66.0,25.0,7.0,75.0,18.0,6.0,4,0,0,Central and Southern Asia
India,2021.0,369667,35.0,32.0,47.0,74.0,21.0,4.0,66.0,26.0,6.0,75.0,18.0,5.0,4,0,0,Central and Southern Asia
Indonesia,2016.0,64929,53.0,42.0,42.0,72.0,14.0,12.0,72.0,14.0,13.0,74.0,11.0,13.0,4,6,5,Eastern and South-Eastern Asia
Indonesia,2017.0,64964,54.0,42.0,42.0,72.0,13.0,13.0,72.0,13.0,14.0,74.0,11.0,13.0,4,6,5,Eastern and South-Eastern Asia
Indonesia,2018.0,65130,55.0,42.0,42.0,72.0,11.0,15.0,72.0,12.0,15.0,74.0,11.0,13.0,4,6,5,Eastern and South-Eastern Asia
Indonesia,2019.0,65406,55.0,42.0,42.0,72.0,10.0,16.0,72.0,10.0,17.0,74.0,11.0,13.0,4,6,5,Eastern and South-Eastern Asia
Indonesia,2021.0,65792,57.0,43.0,42.0,72.0,8.0,19.0,72.0,8.0,19.0,74.0,11.0,13.0,4,6,5,Eastern and South-Eastern Asia
Iran (Islamic Republic of),2016.0,15086,73.0,47.0,43.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Central and Southern Asia
Iran (Islamic Republic of),2017.0,15306,74.0,48.0,43.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Central and Southern Asia
Iran (Islamic Republic of),2018.0,15566,74.0,48.0,42.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Central and Southern Asia
Iran (Islamic Republic of),2019.0,15852,75.0,48.0,42.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Central and Southern Asia
Iran (Islamic Republic of),2021.0,16394,76.0,49.0,42.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Central and Southern Asia
Iraq,2016.0,12054,70.0,44.0,39.0,60.0,24.0,15.0,60.497835497835496,14.201149425287356,19.0,71.16756756756757,16.292857142857144,8.0,0,1,1,Northern Africa and Western Asia
Iraq,2017.0,12323,70.0,44.0,39.0,60.0,24.0,15.0,60.497835497835496,14.201149425287356,19.0,71.16756756756757,16.292857142857144,8.0,0,1,1,Northern Africa and Western Asia
Iraq,2018.0,12601,70.0,44.0,39.0,60.0,24.0,15.0,60.497835497835496,14.201149425287356,19.0,71.16756756756757,16.292857142857144,8.0,0,1,1,Northern Africa and Western Asia
Iraq,2019.0,12884,70.0,44.0,39.0,60.0,24.0,15.0,60.497835497835496,14.201149425287356,19.0,71.16756756756757,16.292857142857144,8.0,0,1,1,Northern Africa and Western Asia
Iraq,2021.0,13376,71.0,45.0,38.0,60.0,24.0,15.0,60.497835497835496,14.201149425287356,19.0,71.16756756756757,16.292857142857144,8.0,0,1,1,Northern Africa and Western Asia
Jordan,2016.0,2984,90.0,44.0,39.0,95.0,4.0,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Jordan,2017.0,3061,90.0,44.0,39.0,96.0,3.0,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Jordan,2018.0,3115,90.0,44.0,40.0,98.0,1.0,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Jordan,2019.0,3147,91.0,44.0,40.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Jordan,2021.0,3207,91.0,43.0,40.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Kenya,2016.0,19235,26.0,41.0,36.0,61.92619926199262,15.381578947368421,24.0,60.497835497835496,14.201149425287356,26.0,71.16756756756757,16.292857142857144,19.0,1,2,2,Sub-Saharan Africa
Kenya,2017.0,19521,26.0,41.0,36.0,61.92619926199262,15.381578947368421,24.0,60.497835497835496,14.201149425287356,26.0,71.16756756756757,16.292857142857144,19.0,1,2,2,Sub-Saharan Africa
Kenya,2018.0,19771,27.0,41.0,37.0,61.92619926199262,15.381578947368421,24.0,60.497835497835496,14.201149425287356,26.0,71.16756756756757,16.292857142857144,19.0,1,2,2,Sub-Saharan Africa
Kenya,2019.0,20005,27.0,41.0,37.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Kenya,2021.0,20701,28.0,40.0,37.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Kuwait,2016.0,704,100.0,38.0,44.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Kuwait,2017.0,732,100.0,39.0,43.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Kuwait,2018.0,758,100.0,39.0,43.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Kuwait,2019.0,782,100.0,40.0,43.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Kuwait,2021.0,835,100.0,38.0,46.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Kyrgyzstan,2016.0,1696,35.0,26.0,41.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Kyrgyzstan,2017.0,1744,36.0,26.0,40.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Kyrgyzstan,2018.0,1804,36.0,27.0,39.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Kyrgyzstan,2019.0,1872,36.0,27.0,38.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Kyrgyzstan,2021.0,1997,37.0,29.0,38.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Lao People's Democratic Republic,2016.0,2228,33.0,33.0,45.0,56.0,10.0,32.0,56.0,10.0,32.0,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Eastern and South-Eastern Asia
Lao People's Democratic Republic,2017.0,2235,34.0,34.0,44.0,56.0,10.0,32.0,56.0,10.0,32.0,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Eastern and South-Eastern Asia
Lao People's Democratic Republic,2018.0,2241,35.0,34.0,44.0,56.0,10.0,32.0,56.0,10.0,32.0,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Eastern and South-Eastern Asia
